62	63	0.0009590806101084058
63	64	0.003768279125680835
64	65	0.011493879671640178
65	66	0.0024041526250210207
66	19	0.09131794024319576
66	42	0.09576146756299536
65	6	0.06892828344496552
64	67	0.013825770395654581
67	68	0.0028196359127497655
68	53	0.0954736769371275
68	61	0.057285407854258785
67	43	0.07019516893247231
63	69	0.009648611856822522
69	38	0.05966478144978131
69	47	0.06483050791764804
62	70	0.0075362450662564175
70	71	0.003367212226220771
71	72	0.005365203816348425
72	73	0.0038721042665573156
73	74	0.003891117365125097
74	75	0.02485197126303834
75	76	0.011237322149586618
76	34	0.04198164348736357
76	46	0.03877205772394194
75	37	0.04596321620842146
74	36	0.10418571379752692
73	77	0.011707595622761843
77	78	0.003386822099463412
78	79	0.01655138716562922
79	80	0.006977567658506389
80	14	0.0602104012449529
80	44	0.04678825286002691
79	55	0.043157021843512444
78	24	0.08674605563383243
77	81	0.010787134831895926
81	82	0.03129593309485016
82	83	0.013572757501385459
83	30	0.034372323504221265
83	60	0.026192952404257876
82	35	0.04867488718232921
81	22	0.08932990808953747
72	84	0.012047371879293542
84	85	0.003887751240051137
85	86	0.011648324995239124
86	87	0.014160641988267296
87	26	0.08221338144106903
87	49	0.07592928343107093
86	39	0.12042886003057524
85	88	0.010689063547829508
88	89	0.0037509033422183716
89	90	0.005613486288694479
90	91	0.013284725727157175
91	92	0.025448997629839282
92	93	0.010918993943472378
93	94	0.0005653729682161424
94	25	0.02269134564107773
94	29	0.02037729500495188
93	23	0.021978368619939986
92	28	0.038037937415881594
91	21	0.051519373837186286
90	95	0.014705684770823988
95	20	0.08460572486060375
95	54	0.050656724668332986
89	96	0.01007263101446837
96	97	0.005729662191952471
97	98	0.0013553074664611822
98	99	0.004151869269431358
99	100	0.04544912873689795
100	16	0.047646454629170484
100	33	0.03378019409222925
99	52	0.060540104102940556
98	101	0.004848803678078734
101	7	0.0772832314565575
101	8	0.07278406329445192
97	4	0.07086037221052402
96	11	0.07220607132083351
88	56	0.07812361034805754
84	102	0.0120725313847596
102	103	0.013850279424964404
103	104	0.0042326908787573
104	105	0.004619717977546498
105	13	0.08027246549187769
105	51	0.08258083195092178
104	106	0.006568034377769773
106	107	0.01774731776887311
107	108	0.025517500068668077
108	9	0.08126592241876558
108	59	0.07620379494328018
107	50	0.08249057530145304
106	109	0.03028431076410132
109	10	0.06140957579382881
109	57	0.054337395942375764
103	110	0.025745017734970836
110	111	0.005103337673357099
111	27	0.06864677966576939
111	40	0.09420651777703008
110	5	0.08910931373983266
102	112	0.18858074345525094
112	113	0.021519817143917923
113	1	0.11558728927618221
113	2	0.12465497182745171
112	3	0.13224868891260966
71	12	0.09776246185097368
70	114	0.012078645893574396
114	115	0.0023891662898861445
115	116	0.007496408947704626
116	117	0.007636064078222135
117	15	0.07263424979293925
117	48	0.10367799785174447
116	45	0.07042584709270654
115	41	0.06484544838742323
114	118	0.03857651338709904
118	17	0.03525367973425735
118	18	0.03136812376506971
62	119	0.007358130022462248
119	120	0.01426449776512604
120	31	0.080545022776685
120	32	0.06481163940366493
119	58	0.09946363144079592
